Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Scope_Complexity_Numeric,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk
P0121,Urban Flyover,Power Plant,Low,1996107,73,74,73,8.93,0.59,378,Feasible,1,,,245.48,136177.03,42,54.82,266320.24,81,80.49,322481.5,71,50.61,1029281.93,135,96.92,241846.3,49,87.15
P0122,Dam Reinforcement,Road,Low,4521441,70,76,88,6.54,0.8,479,Not Feasible,1,,,8698.07,1041244.69,154,100.0,652508.02,93,98.39,1168030.62,113,62.38,605887.0,62,44.76,1053770.67,57,39.44
P0123,Dam Reinforcement,Bridge,Low,5545583,88,92,78,6.72,0.86,124,Feasible,1,,,1185.96,434600.66,9,71.94,1150302.27,30,100.0,2312814.34,48,100.0,774516.45,19,60.49,873349.28,19,37.65
P0124,Highway Expansion,Bridge,High,2870230,90,84,55,0.05,0.66,147,Feasible,3,,,613.64,200071.38,12,62.55,551948.83,43,100.0,1416733.81,51,100.0,340833.44,18,56.25,360642.54,23,28.44
P0125,Dam Reinforcement,Bridge,Medium,4747389,88,48,22,9.85,0.77,373,Not Feasible,2,,,975.69,275709.99,35,39.99,1158785.9,93,81.93,1926365.27,149,70.95,645277.32,50,33.15,741250.53,45,13.98
P0126,Highway Expansion,Power Plant,Medium,5142807,62,64,77,8.78,0.85,483,Feasible,2,,,838.37,332248.14,63,53.21,546890.32,69,69.41,887534.88,85,40.47,2749246.29,192,87.46,626887.37,74,69.44
P0127,Industrial Complex,Bridge,High,5683874,60,82,74,8.95,0.71,581,Feasible,3,,,1171.01,477408.12,58,66.0,1120657.13,162,100.0,2538045.17,233,100.0,819081.09,63,47.35,728682.49,65,30.28
P0128,Highway Expansion,Water Infra,High,4602279,95,55,76,6.59,0.93,350,Not Feasible,3,,,2030.66,556004.45,55,64.96,757884.1,86,70.88,1881115.81,110,35.67,933182.65,52,46.87,474091.99,47,56.61
P0129,Urban Flyover,Building,Medium,6515989,68,43,36,3.45,0.89,514,Borderline,2,,,2302.6,218686.36,52,41.0,782143.63,55,75.13,1610730.82,90,26.65,2292387.49,138,48.61,1612040.69,181,23.62
P0130,Urban Flyover,Water Infra,High,3121690,60,74,58,8.94,0.53,575,Borderline,3,,,1343.08,443903.24,105,85.92,569098.24,128,100.0,1354032.4,165,46.27,531526.86,106,61.93,223129.26,71,75.23
P0131,Highway Expansion,Power Plant,Low,3991650,62,73,87,2.92,0.81,476,Borderline,1,,,515.63,229863.33,74,56.05,465038.8,94,84.12,780285.64,91,47.94,1951815.94,158,97.76,564646.29,59,79.13
P0132,Industrial Complex,Power Plant,Medium,1491234,95,94,74,5.63,0.62,319,Borderline,2,,,229.68,111729.27,43,71.17,172240.0,67,100.0,229574.97,54,56.8,832609.53,120,100.0,145080.22,35,100.0
P0133,Industrial Complex,Bridge,High,2948260,94,80,64,1.0,0.78,451,Feasible,3,,,462.48,226782.54,35,58.41,744903.37,124,100.0,1224050.93,174,100.0,357278.63,66,49.76,395244.53,52,35.18
P0134,Urban Flyover,Road,Medium,5333486,50,72,95,9.22,0.98,390,Feasible,2,,,7867.95,1219034.13,129,100.0,866294.57,69,97.98,1408376.29,85,56.02,690859.2,60,47.04,1148921.81,47,36.48
P0135,Industrial Complex,Water Infra,High,2521101,89,52,20,1.41,0.94,458,Feasible,3,,,1265.81,365380.01,79,57.92,457916.37,98,69.14,1093882.09,151,32.66,453663.17,80,45.82,150259.35,51,54.46
P0136,Dam Reinforcement,Power Plant,Medium,6401218,93,85,40,2.25,0.7,423,Not Feasible,2,,,729.42,518389.2,50,72.94,698702.4,70,87.13,957343.29,65,56.73,3457543.97,158,100.0,769239.14,81,98.96
P0137,Smart Solar Grid,Building,Medium,5378368,68,48,40,5.58,0.65,502,Feasible,2,,,1696.7,177956.53,51,46.29,678505.36,79,78.85,1514761.83,105,35.11,1694332.69,124,51.24,1312811.59,143,28.53
P0138,Dam Reinforcement,Power Plant,Medium,5408324,61,84,71,7.64,0.62,165,Feasible,2,,,827.7,468350.12,21,70.97,738976.91,33,94.58,836767.27,30,52.99,2769133.75,61,100.0,595095.97,20,92.59
P0139,Urban Flyover,Water Infra,Low,4136729,57,89,62,6.19,0.77,147,Not Feasible,1,,,1995.9,480228.72,23,100.0,801291.04,34,100.0,1618935.42,46,55.8,971845.33,24,73.7,264428.49,20,91.11
P0140,Industrial Complex,Building,Low,1897421,57,88,71,2.32,0.56,126,Not Feasible,1,,,788.36,74730.7,12,83.15,251578.81,17,100.0,512982.76,23,70.36,683522.72,36,98.99,374606.01,38,44.03
P0141,Highway Expansion,Building,Medium,6888794,94,62,86,0.01,0.77,351,Feasible,2,,,2896.25,415802.46,33,59.03,741748.65,49,100.0,2073573.3,63,41.37,2103362.05,99,66.36,1554307.54,107,29.35
P0142,Smart Solar Grid,Bridge,High,6362056,61,48,63,7.57,0.5,318,Feasible,3,,,1154.22,368760.86,19,33.23,1393781.47,92,80.21,2915038.99,125,70.03,945224.91,44,34.69,739249.76,38,21.84
P0143,Highway Expansion,Road,Low,1122409,97,57,51,9.85,0.66,213,Feasible,1,,,1754.16,228142.55,72,100.0,193520.82,43,76.79,283600.72,47,46.4,152073.14,29,30.28,265071.77,23,27.62
P0144,Urban Flyover,Building,High,3016716,82,81,29,8.1,0.61,201,Feasible,3,,,1085.21,124320.4,16,71.1,412923.46,29,100.0,836970.66,34,48.35,956150.24,57,86.5,686351.24,66,55.5
P0145,Industrial Complex,Bridge,Medium,3350770,94,78,83,4.6,0.99,207,Feasible,2,,,565.99,238295.13,16,55.8,659052.26,58,100.0,1435450.73,76,100.0,515080.2,27,46.4,502891.68,29,30.18
P0146,Highway Expansion,Road,High,1769598,75,66,98,9.04,0.86,509,Not Feasible,3,,,2959.55,444029.25,184,100.0,277470.26,93,83.02,476231.01,110,52.11,203155.35,50,36.48,368712.13,71,39.67
P0147,Highway Expansion,Bridge,Low,6292895,88,55,88,4.1,0.67,305,Not Feasible,1,,,1082.49,374598.48,31,36.13,1277892.38,76,94.61,2760607.68,114,86.36,937814.1,44,37.63,941982.36,40,20.26
P0148,Smart Solar Grid,Power Plant,High,4267824,77,69,87,5.25,0.55,362,Feasible,3,,,526.73,253266.06,47,54.42,528693.47,65,80.41,858543.85,59,44.42,2048543.17,134,91.6,578777.44,57,74.14
P0149,Smart Solar Grid,Power Plant,High,4331068,54,67,47,4.77,0.76,187,Feasible,3,,,543.12,427717.32,28,53.85,467319.09,32,74.29,681553.58,36,43.17,2174029.63,60,85.99,580448.38,31,77.7
P0150,Industrial Complex,Road,Medium,4256415,57,83,72,4.48,0.61,430,Feasible,2,,,12867.77,1047820.04,136,100.0,731450.81,89,100.0,1087735.86,103,74.82,593462.81,52,52.35,795945.48,51,48.34
P0151,Smart Solar Grid,Bridge,Medium,1874371,74,51,70,7.75,0.77,570,Borderline,2,,,320.56,118443.37,55,34.73,330761.61,172,89.89,863521.36,198,74.88,256443.82,82,34.83,305200.85,63,20.68
P0152,Highway Expansion,Water Infra,High,6654237,76,45,72,5.27,0.92,552,Feasible,3,,,2660.33,880300.21,95,52.14,1166403.48,126,62.84,2488539.54,164,31.45,1732749.59,105,36.68,386244.19,63,41.89
P0153,Highway Expansion,Bridge,High,3832868,95,57,23,3.17,0.81,493,Feasible,3,,,728.48,257489.58,37,44.54,662992.01,141,98.9,1787260.27,196,83.94,513726.67,57,41.34,611399.47,62,16.28
P0154,Urban Flyover,Water Infra,Medium,6348758,72,64,98,2.58,0.82,554,Feasible,2,,,2732.96,783573.55,97,75.19,1025706.44,120,86.94,2584970.45,163,37.38,1458711.0,102,56.53,495796.56,73,63.96
P0155,Highway Expansion,Building,Low,4872998,79,89,36,0.38,0.77,306,Feasible,1,,,1896.29,210633.32,18,80.83,627372.74,42,100.0,1290022.0,71,56.22,1865559.87,84,96.33,879410.06,92,61.18
P0156,Industrial Complex,Building,Low,1973548,94,74,86,5.83,0.96,358,Borderline,1,,,706.31,108658.63,24,59.62,285009.83,53,100.0,443266.42,61,51.18,661135.71,90,84.77,475477.4,130,48.49
P0157,Dam Reinforcement,Building,High,4344014,96,75,93,2.3,0.97,509,Feasible,3,,,1543.44,284528.07,34,66.24,594358.94,60,100.0,1170574.03,114,47.82,1342309.3,154,86.24,952243.66,148,47.37
P0158,Urban Flyover,Bridge,Medium,2213475,72,84,66,1.48,0.76,337,Feasible,2,,,363.37,189350.1,34,58.88,419418.08,99,100.0,920056.09,124,100.0,381911.3,36,60.62,302739.42,44,38.43
P0159,Urban Flyover,Road,High,4470495,98,55,75,6.54,0.65,227,Borderline,3,,,11203.49,1138607.81,71,100.0,780517.1,38,66.6,1255179.2,56,44.42,433618.28,27,34.97,862572.61,35,28.47
P0160,Industrial Complex,Water Infra,Medium,6193542,96,54,42,6.81,0.73,426,Feasible,2,,,2438.15,673883.6,69,64.84,1275320.01,100,77.13,2692980.99,115,30.86,1184978.52,82,41.85,366378.87,61,55.32
P0161,Industrial Complex,Bridge,Low,3959034,69,94,37,7.52,0.59,157,Borderline,1,,,652.16,289627.64,15,78.04,822446.54,39,100.0,1601337.53,55,100.0,642348.65,24,58.5,603273.64,24,36.58
P0162,Smart Solar Grid,Building,High,5574293,67,35,20,5.04,0.82,514,Feasible,3,,,2294.93,385134.3,34,29.91,717056.1,74,55.06,1617236.05,103,29.0,1769742.96,125,38.1,1085123.6,178,22.93
P0163,Urban Flyover,Power Plant,Medium,1043585,67,52,54,8.94,0.75,555,Feasible,2,,,151.73,70114.99,69,42.01,111030.99,93,56.09,196894.35,98,37.06,535212.77,197,68.61,130331.91,97,56.22
P0164,Smart Solar Grid,Building,High,6614249,51,93,83,9.36,0.55,468,Feasible,3,,,2155.08,453821.37,45,80.35,839348.56,64,100.0,1728495.35,97,68.54,1962452.33,113,100.0,1630131.39,148,55.11
P0165,Highway Expansion,Road,Low,4057213,53,72,77,8.07,0.6,395,Feasible,1,,,7429.6,1052920.65,150,100.0,584634.95,63,94.74,1102522.84,88,60.42,544796.75,45,43.94,772337.8,49,42.7
P0166,Urban Flyover,Building,Low,3539448,79,52,78,6.36,0.74,129,Feasible,1,,,1485.59,150353.98,11,49.49,508190.59,17,89.48,1074762.58,27,35.45,942559.46,36,57.96,863581.39,39,27.61
P0167,Urban Flyover,Road,High,1109556,82,59,20,3.04,0.94,145,Feasible,3,,,3225.32,296188.57,52,100.0,171882.18,27,79.41,291337.84,34,51.23,125484.72,16,35.17,224662.69,15,27.76
P0168,Dam Reinforcement,Power Plant,High,2575557,85,47,22,9.83,0.78,167,Feasible,3,,,356.76,143448.44,26,36.86,391150.11,29,53.58,430899.49,29,31.5,1334114.33,57,62.06,275944.63,25,51.01
P0169,Urban Flyover,Water Infra,High,5027419,67,50,86,2.74,0.84,466,Feasible,3,,,2522.59,597748.21,82,61.57,991756.14,120,66.72,2121587.5,125,32.52,1034673.39,75,44.27,281653.76,64,44.92
P0170,Highway Expansion,Building,Medium,5394539,86,86,56,2.03,0.67,489,Not Feasible,2,,,2639.29,198799.04,40,70.66,803546.87,67,100.0,1473950.5,102,74.13,1702245.03,140,97.75,1215997.57,140,43.86
P0171,Smart Solar Grid,Road,Medium,3123091,68,52,48,4.42,0.79,133,Feasible,2,,,4517.21,808105.03,42,91.84,474105.95,22,69.52,846639.87,33,46.43,309247.4,18,26.1,684992.75,18,26.11
P0172,Smart Solar Grid,Water Infra,High,3009021,96,74,52,0.57,0.72,219,Feasible,3,,,1442.48,351355.49,38,90.94,668676.14,45,98.07,1193545.39,66,52.38,623668.32,43,59.46,171775.65,27,69.15
P0173,Dam Reinforcement,Power Plant,Low,2201482,77,73,80,9.78,0.83,306,Feasible,1,,,288.2,105007.6,39,56.72,259690.7,55,77.78,373154.37,63,46.17,1233931.68,108,96.5,229697.66,40,87.83
P0174,Highway Expansion,Road,High,1542335,89,76,23,5.88,0.53,131,Not Feasible,3,,,2542.89,397325.04,49,100.0,253225.34,25,100.0,352958.14,30,68.04,203120.64,15,41.76,335705.85,13,41.45
P0175,Smart Solar Grid,Power Plant,High,4433977,69,69,33,5.57,0.75,491,Feasible,3,,,711.82,215675.98,69,56.46,632114.91,94,71.94,673272.13,86,43.6,2298639.07,186,94.86,614274.92,56,78.14
P0176,Industrial Complex,Power Plant,Low,5270070,98,80,52,6.56,0.65,498,Feasible,1,,,650.89,369418.87,59,68.0,639133.94,93,89.91,972453.08,91,51.98,2561488.45,174,100.0,727575.66,81,89.18
P0177,Highway Expansion,Bridge,Low,4560920,82,71,41,4.97,0.66,398,Feasible,1,,,889.34,369965.57,30,50.67,834436.89,116,100.0,2088543.68,150,100.0,617941.77,49,49.51,650032.09,53,31.02
P0178,Highway Expansion,Water Infra,Medium,3484413,61,36,67,0.32,0.98,460,Feasible,2,,,1534.16,542484.94,88,43.16,655081.64,106,49.92,1342766.76,147,22.08,669707.99,70,30.16,274371.66,48,34.68
P0179,Dam Reinforcement,Bridge,High,3907360,64,79,22,6.12,0.59,447,Not Feasible,3,,,784.73,292970.13,49,53.37,721786.44,109,100.0,1667855.36,164,100.0,617750.68,54,50.9,606997.39,71,30.53
P0180,Smart Solar Grid,Power Plant,High,3782592,90,77,42,7.16,0.66,286,Feasible,3,,,556.67,254134.74,38,60.03,385859.18,50,84.49,679005.28,63,51.54,1986884.39,99,100.0,476708.42,36,88.93
P0181,Highway Expansion,Road,High,6895544,88,35,87,4.17,0.75,241,Feasible,3,,,13306.42,1777622.76,91,59.13,1071437.46,37,49.89,1752929.12,56,27.59,854476.11,26,21.24,1439078.55,30,17.15
P0182,Smart Solar Grid,Building,High,6178650,51,38,40,7.57,0.93,512,Not Feasible,3,,,2152.55,311715.15,34,34.2,1143066.07,55,66.06,1811575.61,105,24.74,1671131.31,139,46.85,1241161.86,180,18.15
P0183,Industrial Complex,Bridge,Low,6697469,78,86,62,2.27,0.71,591,Feasible,1,,,1209.76,580460.53,38,62.31,1226087.72,157,100.0,2926772.29,256,100.0,943078.23,66,62.12,1021070.22,74,39.73
P0184,Dam Reinforcement,Building,High,3235000,90,60,45,2.21,0.87,214,Not Feasible,3,,,1472.74,189322.38,20,55.13,426785.42,26,99.19,902096.19,40,35.89,960520.02,60,71.32,756276.0,68,38.48
P0185,Industrial Complex,Bridge,High,5322252,59,50,60,1.61,0.93,144,Not Feasible,3,,,1104.18,374627.23,15,38.15,1031718.69,43,82.95,2164077.17,55,78.66,869579.07,16,32.42,882249.83,16,17.81
P0186,Dam Reinforcement,Water Infra,High,6822184,51,69,57,3.72,0.66,136,Borderline,3,,,2857.77,770317.12,24,84.62,1372275.91,31,96.1,2926794.53,41,41.29,1346559.46,23,53.21,406236.98,17,69.78
P0187,Highway Expansion,Building,High,1402690,60,74,30,8.47,0.7,545,Feasible,3,,,609.22,66921.17,55,68.94,186777.82,60,100.0,332314.86,98,49.26,470756.09,178,94.82,345920.06,154,38.68
P0188,Dam Reinforcement,Bridge,Medium,5693350,62,78,48,8.28,0.68,148,Feasible,2,,,946.96,430712.1,9,52.94,1147160.28,46,100.0,2315793.36,52,100.0,909405.86,19,55.95,890278.41,21,32.94
P0189,Urban Flyover,Power Plant,High,3548421,59,49,79,3.83,0.92,563,Feasible,3,,,451.91,356567.22,55,40.93,400592.5,85,51.89,680500.41,109,30.55,1728044.1,223,65.67,382716.78,91,55.96
P0190,Smart Solar Grid,Road,Low,5216263,63,46,86,5.89,0.52,442,Feasible,1,,,12200.7,1102332.05,148,76.74,825223.72,71,60.32,1429675.09,99,39.71,660778.95,58,26.14,1198253.2,66,27.09
P0191,Smart Solar Grid,Power Plant,Medium,4806618,67,57,84,7.21,0.65,460,Feasible,2,,,636.87,340410.06,60,43.06,632442.45,73,60.14,925473.77,73,37.06,2373542.82,167,77.95,534748.89,87,66.78
P0192,Urban Flyover,Water Infra,High,6993096,58,70,80,2.41,0.84,432,Feasible,3,,,3585.83,731500.37,85,81.59,1336453.67,90,95.63,2879657.75,138,42.91,1693683.72,74,64.41,351800.49,45,65.46
P0193,Industrial Complex,Water Infra,Low,2954109,88,95,38,1.68,0.78,191,Feasible,1,,,1140.0,463389.32,31,100.0,597814.72,41,100.0,1200143.97,57,49.64,506737.97,40,85.57,186023.01,22,96.11
P0194,Urban Flyover,Bridge,Medium,5422880,77,54,65,9.72,0.72,389,Not Feasible,2,,,1091.17,352234.09,35,44.46,1000521.09,108,90.11,2553543.16,144,77.92,773688.38,55,33.71,742893.27,46,23.8
P0195,Highway Expansion,Power Plant,Medium,4112754,52,87,68,6.18,0.77,369,Not Feasible,2,,,503.31,216948.54,54,66.18,560711.1,63,92.29,778174.42,65,60.59,2074129.47,149,100.0,482790.47,39,99.38
P0196,Highway Expansion,Building,High,2384250,69,70,41,9.81,0.6,414,Feasible,3,,,813.94,89888.73,35,60.54,336299.01,56,100.0,613234.46,76,49.6,762578.21,114,91.75,582249.59,133,32.33
P0197,Smart Solar Grid,Bridge,Medium,5025717,55,35,97,3.38,0.72,263,Not Feasible,2,,,939.51,320540.83,23,27.04,1327797.02,62,57.43,2061629.3,96,53.31,580866.86,44,22.72,734882.99,39,14.5
P0198,Highway Expansion,Bridge,High,1061087,76,67,76,7.03,0.75,393,Borderline,3,,,172.34,71739.44,40,47.45,222156.61,93,100.0,464414.58,146,98.45,158439.66,61,46.17,144336.71,53,26.84
P0199,Smart Solar Grid,Power Plant,High,6207647,51,35,33,2.23,0.95,342,Borderline,3,,,803.97,374753.13,42,28.15,780488.06,50,38.87,1139880.93,52,23.41,3136678.42,134,47.37,775846.46,63,37.2
P0200,Urban Flyover,Road,Medium,2496176,78,74,63,2.61,0.63,194,Not Feasible,2,,,5377.23,651982.64,63,100.0,380784.7,32,99.46,646142.03,48,56.28,279578.09,22,44.78,537688.55,29,46.23
P0201,Urban Flyover,Water Infra,Medium,2886013,87,43,35,5.12,0.93,221,Not Feasible,2,,,1418.99,366669.16,40,55.8,494724.22,47,61.01,1126939.48,69,23.83,681065.99,35,34.66,216614.14,30,39.7
P0202,Urban Flyover,Building,Medium,5634096,52,95,96,3.2,0.82,139,Borderline,2,,,2497.32,256525.88,13,82.39,697218.29,19,100.0,1875680.77,31,69.48,1654798.45,32,100.0,1149872.6,44,60.16
P0203,Smart Solar Grid,Water Infra,Medium,1039353,65,69,31,1.68,0.51,236,Feasible,2,,,433.22,109824.96,36,75.62,173631.48,52,92.51,456321.86,79,43.71,224413.38,35,61.57,75161.32,33,71.59
P0204,Urban Flyover,Bridge,Medium,4360011,79,32,74,2.63,0.86,293,Feasible,2,,,934.3,324084.61,27,23.27,832814.48,83,53.34,1974452.18,103,46.87,612926.76,32,23.76,615732.97,48,12.76
P0205,Urban Flyover,Road,Low,5259622,89,53,70,0.36,0.52,492,Not Feasible,1,,,11343.46,1327715.22,169,97.24,935187.87,81,65.59,1317736.05,108,44.43,529491.69,72,35.6,1149491.17,62,22.13
P0206,Industrial Complex,Bridge,Low,5959617,51,48,58,7.04,1.0,292,Not Feasible,1,,,1027.94,410096.06,29,33.53,1139081.58,75,83.57,2908542.31,104,70.14,661174.4,44,36.04,840722.64,40,16.72
P0207,Urban Flyover,Road,High,6725570,66,47,52,4.92,0.94,123,Feasible,3,,,14821.19,1821624.27,46,80.34,991613.08,19,63.7,1754576.53,26,35.3,724627.78,16,26.52,1433128.33,17,29.14
P0208,Highway Expansion,Power Plant,High,1416880,90,93,52,0.94,0.65,459,Feasible,3,,,158.48,81445.38,60,77.33,155444.15,77,100.0,260431.12,76,55.33,761245.44,178,100.0,158313.92,67,100.0
P0209,Smart Solar Grid,Water Infra,High,5965050,61,64,48,1.72,0.63,598,Feasible,3,,,2690.52,841781.15,112,73.18,1197976.0,126,85.71,2217398.87,180,44.36,1326563.12,102,57.22,381330.87,77,59.53
P0210,Industrial Complex,Bridge,Medium,1813168,84,91,88,1.03,0.69,267,Not Feasible,2,,,374.59,141273.86,24,66.61,411010.89,80,100.0,759912.39,94,100.0,274977.97,32,64.63,225992.88,37,28.79
P0211,Dam Reinforcement,Road,High,1225281,92,30,89,6.13,0.68,514,Feasible,3,,,3108.63,302295.72,171,52.58,194669.02,81,41.98,307193.51,122,22.7,159473.58,74,15.52,261649.17,67,17.22
P0212,Smart Solar Grid,Road,High,4117697,50,54,50,0.94,0.69,233,Feasible,3,,,9657.06,1031697.15,82,93.35,684888.26,43,73.49,985043.9,55,41.4,507811.74,28,28.69,908255.95,26,33.07
P0213,Highway Expansion,Bridge,Medium,4782875,94,74,99,7.54,0.66,440,Not Feasible,2,,,971.2,432541.88,35,54.67,877367.71,127,100.0,2093275.07,163,100.0,625468.74,57,50.84,754221.6,57,28.06
P0214,Smart Solar Grid,Water Infra,Low,3995765,64,78,50,0.21,0.81,521,Feasible,1,,,1780.85,535802.8,86,95.29,660710.88,126,100.0,1611219.93,139,53.28,974504.33,104,64.14,213527.06,65,73.56
P0215,Highway Expansion,Power Plant,High,6595108,75,45,65,2.49,0.58,286,Feasible,3,,,876.4,522802.39,36,35.19,819033.92,44,48.14,986019.89,48,29.15,3514674.27,115,59.4,752577.52,42,53.12
P0216,Highway Expansion,Power Plant,Medium,6674719,86,48,96,8.91,0.92,419,Feasible,2,,,1088.36,413558.46,55,35.92,853084.13,74,55.36,1163282.63,74,30.94,3498931.51,131,60.58,745862.28,85,57.2
P0217,Dam Reinforcement,Building,High,1269536,70,52,71,7.19,0.91,237,Not Feasible,3,,,554.0,82983.92,15,49.99,157821.43,33,90.04,276961.72,56,41.42,428999.59,65,55.2,322769.34,68,23.35
P0218,Smart Solar Grid,Building,Low,6500306,98,54,29,0.73,0.74,219,Feasible,1,,,2335.88,286359.47,14,54.23,1029536.78,31,92.15,1828912.89,49,43.03,1703416.75,53,58.04,1652080.11,72,22.56
P0219,Dam Reinforcement,Building,High,5372093,80,45,93,8.21,0.93,393,Feasible,3,,,2498.9,225469.59,44,43.27,587838.7,52,76.42,1564707.22,85,33.09,1700686.51,93,48.39,1293390.98,119,23.84
P0220,Dam Reinforcement,Water Infra,Low,2561729,74,83,60,4.93,0.62,294,Not Feasible,1,,,1120.73,290990.31,44,100.0,486973.01,67,100.0,950001.64,98,47.33,595078.25,43,66.32,238685.78,42,82.65
P0221,Smart Solar Grid,Building,High,6031595,72,30,96,8.47,0.51,278,Not Feasible,3,,,2256.51,447078.1,19,26.67,830937.64,33,49.22,1717628.84,68,19.59,1669405.87,60,35.78,1366544.55,98,18.74
P0222,Urban Flyover,Building,Medium,3222809,73,71,22,6.01,0.81,503,Not Feasible,2,,,1137.52,231870.87,48,54.75,342846.97,63,100.0,861178.05,100,58.31,1069253.79,151,80.46,717659.32,142,42.45
P0223,Urban Flyover,Water Infra,High,6478047,87,48,78,6.82,0.73,346,Feasible,3,,,3204.04,1016836.29,57,54.77,1233134.44,82,63.29,2491585.66,96,29.32,1288204.48,68,44.13,448286.13,43,48.5
P0224,Dam Reinforcement,Building,High,1681669,77,63,71,9.94,0.78,542,Not Feasible,3,,,617.53,101992.74,42,57.22,230263.81,71,100.0,460939.68,111,42.6,495361.24,118,73.99,393111.53,200,33.57
P0225,Industrial Complex,Power Plant,Low,4864822,70,84,53,2.32,0.95,157,Feasible,1,,,780.59,377916.52,19,65.69,672459.46,28,95.37,904845.34,30,54.79,2347756.54,55,100.0,561844.14,24,89.88
P0226,Dam Reinforcement,Bridge,Medium,2119043,92,47,68,6.24,0.98,582,Feasible,2,,,393.52,135700.77,59,37.4,412078.38,147,79.32,1062280.6,213,73.52,252155.37,92,29.47,256827.88,71,15.28
P0227,Dam Reinforcement,Power Plant,Medium,4329462,67,63,47,4.6,0.82,550,Not Feasible,2,,,525.64,357327.63,62,54.26,489229.02,97,65.52,718129.08,92,42.66,2172983.7,219,83.11,591792.57,79,69.44
P0228,Dam Reinforcement,Power Plant,Low,3206903,85,74,32,0.39,0.88,317,Not Feasible,1,,,390.56,163761.3,40,57.14,355672.14,47,79.71,561612.56,61,52.69,1746855.95,131,100.0,379001.04,39,78.61
P0229,Urban Flyover,Road,Low,6623930,84,35,88,0.14,0.54,255,Feasible,1,,,14826.73,1535545.19,84,62.11,1102305.13,45,46.32,1687914.36,67,33.6,735060.41,28,18.46,1563104.9,31,14.51
P0230,Urban Flyover,Bridge,High,2741093,94,50,86,1.19,0.58,223,Feasible,3,,,567.56,201475.24,13,34.9,640292.07,71,86.76,1171308.05,77,77.85,368669.09,26,33.69,359348.55,35,16.81
P0231,Urban Flyover,Power Plant,Low,3558231,58,99,80,6.49,0.87,589,Feasible,1,,,570.58,223028.86,81,82.21,514678.71,104,100.0,659206.61,112,67.62,1717500.99,193,100.0,443815.83,99,100.0
P0232,Dam Reinforcement,Bridge,Medium,5300385,87,77,79,5.67,0.72,312,Feasible,2,,,1097.84,450799.95,28,54.99,1210076.26,91,100.0,2297447.43,121,100.0,740397.59,42,58.62,601663.78,31,30.35
P0233,Industrial Complex,Power Plant,Medium,4080389,79,68,90,5.53,0.72,369,Feasible,2,,,524.66,220912.73,41,50.33,435613.36,74,75.12,643571.98,58,48.42,2196248.22,120,89.39,584042.7,76,76.75
P0234,Urban Flyover,Water Infra,Low,2661909,93,60,43,0.32,0.65,132,Feasible,1,,,1164.72,356017.08,24,70.71,504944.94,32,81.72,1024371.01,36,31.15,534188.04,23,53.65,242387.93,17,62.78
P0235,Smart Solar Grid,Water Infra,High,3656138,83,39,82,4.69,0.8,174,Borderline,3,,,1546.52,488999.79,29,46.09,573243.66,39,51.68,1419915.58,57,28.48,888485.63,28,32.71,285493.33,21,36.03
P0236,Smart Solar Grid,Building,Medium,1110078,81,59,80,9.25,0.59,463,Feasible,2,,,449.67,51166.3,28,52.02,147596.39,66,95.65,291226.97,89,44.23,326528.44,125,66.11,293559.89,155,36.98
P0237,Smart Solar Grid,Water Infra,Medium,2915631,52,47,42,3.98,0.81,204,Not Feasible,2,,,1173.18,360947.56,40,53.66,472513.04,46,64.62,1087725.79,58,30.04,740394.68,34,38.06,254049.92,26,48.62
P0238,Highway Expansion,Bridge,Medium,6661280,52,89,49,6.25,0.59,228,Not Feasible,2,,,1105.42,434896.29,24,64.86,1500251.17,55,100.0,2919817.73,89,100.0,997847.76,28,58.79,808467.05,32,33.59
