Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk,Site_Prep_Actual_Cost,Site_Prep_Actual_Days,Foundations_Actual_Cost,Foundations_Actual_Days,Structure_Actual_Cost,Structure_Actual_Days,Systems_Actual_Cost,Systems_Actual_Days,Finishing_Actual_Cost,Finishing_Actual_Days,Actual_Cost_Total,Actual_Time_Total,Comp_High,Comp_Low,Comp_Medium
P0082,Smart Solar Grid,Power Plant,Medium,2584398,75,89,99,0.33,0.51,203,Feasible,,,372.79,165205.83,28,70.33,348650.65,32,100.0,413204.44,30,61.56,1293779.55,86,100.0,363557.53,26,97.0,173658.71,34,376648.88,45,430787.45,35,1397675.91,120,391681.7,36,2770452.65,270,False,False,True
P0083,Industrial Complex,Bridge,Low,3585031,76,55,35,8.16,0.84,577,Not Feasible,,,576.57,291120.83,54,45.33,641755.35,151,92.14,1562857.71,227,82.26,548168.22,74,39.07,541128.89,72,16.21,316001.16,57,727796.22,198,1756357.96,286,591453.55,76,571013.23,65,3962622.12,682,False,True,False
P0084,Urban Flyover,Bridge,Low,1564685,57,70,21,4.5,0.97,321,Feasible,,,311.16,137639.76,36,53.57,377058.56,76,100.0,618559.41,116,100.0,253493.55,46,44.98,177933.72,47,24.78,145446.64,40,416004.35,103,682449.45,157,265687.59,49,182888.03,45,1692476.06,394,False,True,False
P0085,Smart Solar Grid,Power Plant,Medium,3879190,68,65,91,3.25,0.62,209,Feasible,,,584.22,202746.18,24,56.32,551954.63,35,66.42,637281.2,39,39.55,2014999.96,88,87.87,472208.03,22,74.84,216497.42,28,595026.35,42,669701.13,41,2215932.78,117,513076.03,28,4210233.71,256,False,False,True
P0086,Urban Flyover,Bridge,High,6596411,91,52,62,4.71,0.85,208,Feasible,,,1464.03,569946.91,14,40.09,1609136.46,64,87.39,2557884.33,68,74.58,895242.17,30,33.65,964201.13,32,24.28,623024.18,15,1838983.32,88,2888811.7,89,972553.77,32,1037972.65,32,7361345.62,256,True,False,False
P0087,Industrial Complex,Power Plant,High,2311736,50,72,61,8.19,0.99,556,Feasible,,,377.96,137796.21,63,60.28,347983.57,94,74.53,403711.26,87,46.94,1177530.54,224,93.53,244714.43,88,84.72,158483.9,77,405606.2,122,458479.54,99,1396786.99,317,287941.68,120,2707298.31,735,True,False,False
P0088,Dam Reinforcement,Water Infra,Medium,2007293,78,35,96,1.25,0.98,239,Borderline,,,828.28,279641.33,41,41.67,446850.85,57,49.12,800191.6,75,18.75,349310.1,37,32.44,131299.13,29,33.01,288833.09,44,464839.67,63,808308.3,71,357594.97,38,134487.46,30,2054063.49,246,False,False,True
P0089,Industrial Complex,Building,High,5774183,94,98,76,8.58,0.62,275,Not Feasible,,,2821.26,406311.82,17,85.81,968751.02,40,100.0,1616581.75,60,83.86,1747229.28,70,100.0,1035309.12,88,41.29,481462.79,23,1162931.92,58,1912142.68,81,2097451.94,102,1176497.94,98,6830487.27,362,True,False,False
P0090,Urban Flyover,Road,Medium,4366612,98,72,86,8.98,0.55,580,Feasible,,,6664.89,1051662.51,208,100.0,726433.42,94,96.96,1036868.05,129,60.63,585384.09,76,42.94,966263.93,73,31.42,1241828.53,291,855419.53,130,1180537.96,152,655379.41,82,1069852.42,74,5003017.85,729,False,False,True
P0091,Smart Solar Grid,Road,High,1023247,84,54,49,9.47,0.57,518,Feasible,,,1883.92,284116.17,199,94.9,168111.86,76,64.02,254251.47,118,48.22,113929.31,70,30.38,202838.19,54,32.48,341947.16,283,196624.09,94,292957.42,136,129039.14,73,230207.76,57,1190775.57,643,True,False,False
P0092,Highway Expansion,Building,Medium,6267180,89,47,32,3.97,0.85,307,Feasible,,,3103.59,359709.44,34,42.0,960625.5,51,75.63,1517208.09,53,38.36,1949085.29,74,58.14,1480551.68,95,20.87,382502.44,36,1054463.8,64,1607710.17,56,2104692.41,86,1542441.39,91,6691810.21,333,False,False,True
P0093,Industrial Complex,Power Plant,Medium,3704238,63,91,38,2.17,0.86,307,Feasible,,,461.58,229367.83,35,66.54,478889.98,50,97.27,698857.99,56,63.67,1943421.58,129,100.0,353700.62,36,100.0,244677.65,42,525574.03,69,743499.16,67,2138180.4,180,389146.51,50,4041077.75,408,False,False,True
P0094,Smart Solar Grid,Building,Medium,3630708,84,42,26,3.74,0.84,381,Not Feasible,,,1433.02,235255.92,43,34.99,391361.98,53,73.74,916307.56,72,25.07,1262948.77,100,52.02,824833.77,114,24.19,247517.38,44,427175.9,66,954824.98,70,1350637.21,113,858768.18,111,3838923.65,404,False,False,True
P0095,Dam Reinforcement,Power Plant,Medium,4494679,97,72,28,3.33,0.67,171,Borderline,,,579.75,293772.01,24,58.09,552095.12,32,82.35,852893.86,29,44.89,2249342.18,70,88.84,546575.83,16,85.83,314464.77,28,604533.82,42,901580.54,32,2477756.15,93,600414.58,21,4898749.86,216,False,False,True
P0096,Dam Reinforcement,Building,High,6517209,94,57,73,1.76,0.58,259,Feasible,,,3258.32,381891.81,18,49.96,861146.18,45,86.8,2032331.55,51,44.76,1742078.41,64,68.26,1499761.05,81,35.22,410278.76,21,957618.31,62,2172586.26,58,1904191.4,81,1588622.31,87,7033297.04,309,True,False,False
P0097,Dam Reinforcement,Bridge,Low,2767640,69,47,80,6.07,0.79,138,Not Feasible,,,485.57,222076.1,13,35.51,558972.88,38,77.69,1223357.82,52,67.37,331549.11,17,33.5,431684.1,18,20.93,234155.57,13,613384.74,47,1329587.34,61,348904.62,17,448756.13,17,2974788.4,155,False,True,False
P0098,Smart Solar Grid,Bridge,High,3613740,98,88,21,4.77,0.74,599,Feasible,,,777.84,239693.7,47,61.01,765669.1,148,100.0,1641845.56,235,100.0,538264.97,76,61.78,428266.67,93,34.73,267255.58,58,885084.01,215,1897910.28,341,600594.49,93,465684.74,100,4116529.1,807,True,False,False
P0099,Industrial Complex,Building,Low,2285160,62,89,69,8.66,0.86,194,Not Feasible,,,809.42,130078.89,11,79.78,318567.45,24,100.0,570543.4,46,68.71,827503.79,52,95.76,438466.47,61,56.48,146557.54,14,365645.43,33,636230.7,55,946131.49,69,483352.24,68,2577917.4,239,False,True,False
P0100,Smart Solar Grid,Water Infra,Medium,6805212,87,92,94,0.32,0.72,349,Feasible,,,3287.83,707381.24,55,100.0,1297895.07,79,100.0,2636629.49,111,63.06,1592715.79,67,77.13,570590.4,37,94.91,766337.58,77,1406067.49,110,2760455.69,132,1689586.01,85,615285.64,51,7237732.41,455,False,False,True
P0101,Smart Solar Grid,Building,Low,6173036,98,86,50,6.44,0.67,249,Borderline,,,2275.16,233540.06,16,81.03,770155.27,33,100.0,1775716.59,63,70.64,2180006.14,67,100.0,1213617.94,70,36.79,258425.85,20,867177.08,45,1946049.71,75,2454636.65,91,1287981.42,71,6814270.71,302,False,True,False
P0102,Highway Expansion,Road,Low,2425472,95,80,52,7.63,0.65,174,Feasible,,,4676.27,580018.19,64,100.0,449206.45,30,94.78,607253.68,38,72.42,229022.55,19,46.81,559971.13,23,53.38,661970.69,87,510243.29,40,675677.6,46,248742.83,20,612005.28,25,2708639.69,218,False,True,False
P0103,Highway Expansion,Bridge,High,1048984,98,85,97,7.59,0.61,390,Feasible,,,186.99,70375.33,34,64.78,273443.73,113,100.0,433130.88,139,100.0,148633.74,54,50.89,123400.32,51,30.85,80818.26,42,324406.71,164,513855.5,202,168462.73,63,137195.84,54,1224739.04,525,True,False,False
P0104,Industrial Complex,Building,Medium,3400070,57,56,99,8.86,0.63,567,Not Feasible,,,1081.48,171924.53,42,52.53,488378.46,68,89.9,950359.71,113,37.06,1096724.98,170,62.2,692682.32,173,38.31,192961.61,48,567599.16,91,1050970.41,118,1242231.73,202,766937.06,182,3820699.97,641,False,False,True
P0105,Highway Expansion,Road,Medium,4265879,92,61,30,7.29,0.55,219,Not Feasible,,,10719.21,1007547.7,76,100.0,657772.96,35,75.82,1091083.28,52,48.87,608391.73,27,34.18,901083.33,29,37.29,1176004.26,106,750872.55,44,1214311.64,58,667621.07,28,991780.9,30,4800590.42,266,False,False,True
P0106,Dam Reinforcement,Bridge,Medium,2504384,69,38,52,9.28,0.67,188,Borderline,,,409.42,142306.35,12,26.8,664732.4,58,64.36,1035128.15,73,56.52,355811.49,24,26.72,306405.6,22,15.6,156310.96,12,756858.48,69,1169906.44,84,390797.05,24,332888.41,20,2806761.34,209,False,False,True
P0107,Highway Expansion,Water Infra,Low,3230919,82,97,26,3.33,0.52,518,Borderline,,,1394.92,458776.49,94,100.0,536456.85,116,100.0,1237370.05,145,59.09,750870.57,83,79.45,247445.04,80,100.0,501037.96,127,585874.06,157,1301095.75,164,804719.28,103,270239.13,108,3462966.18,659,False,True,False
P0108,Dam Reinforcement,Water Infra,Medium,2752126,75,75,50,5.03,0.59,418,Borderline,,,1213.28,376235.13,75,91.39,427789.82,102,100.0,1102216.88,122,48.17,618619.34,72,59.88,227264.82,47,74.17,422513.03,101,484199.04,143,1188774.77,135,674653.83,84,251192.13,59,3021332.8,522,False,False,True
P0109,Industrial Complex,Road,High,5330634,88,96,67,0.14,0.87,577,Borderline,,,7993.89,1403502.57,197,100.0,952455.17,94,100.0,1253220.49,145,90.31,643116.98,70,51.01,1078338.78,71,48.0,1561879.23,286,1059933.89,136,1382353.24,202,683814.61,82,1143294.35,82,5831275.32,788,True,False,False
P0110,Smart Solar Grid,Building,Low,2737095,70,55,66,0.07,0.66,136,Borderline,,,1290.51,135393.66,14,44.23,380235.1,16,89.53,931630.36,29,34.59,732693.24,29,69.11,557142.64,48,37.55,135926.29,15,398290.89,21,926661.01,29,753101.57,34,555756.32,49,2769736.08,148,False,True,False
P0111,Smart Solar Grid,Bridge,Low,3111138,98,37,97,2.4,0.83,473,Feasible,,,540.31,214990.09,35,26.05,621582.65,137,64.42,1380543.23,160,55.24,432403.27,66,26.47,461618.75,75,12.83,216853.53,33,650416.33,159,1432124.52,178,436329.68,63,459620.64,66,3195344.7,499,False,True,False
P0112,Highway Expansion,Water Infra,Low,5780450,91,35,72,1.01,0.86,235,Feasible,,,3038.57,658187.61,43,39.73,1054240.7,49,48.55,2203967.7,76,19.24,1361617.2,43,32.18,502436.78,25,35.3,665268.96,44,1074622.44,53,2183778.91,70,1366272.89,42,505678.65,25,5795621.85,234,False,True,False
P0113,Dam Reinforcement,Road,Low,3109818,92,53,99,2.6,0.79,271,Borderline,,,4688.93,853105.26,94,93.63,480375.86,50,62.4,774562.25,60,48.07,342980.48,28,34.18,658794.14,39,26.73,922777.49,124,504769.6,58,802916.85,64,350824.16,28,669005.88,37,3250293.98,311,False,True,False
P0114,Urban Flyover,Power Plant,High,3231785,90,77,38,1.77,0.98,449,Not Feasible,,,466.97,209948.74,56,58.53,396989.23,93,81.41,510347.53,82,51.56,1791379.37,159,100.0,323120.13,60,89.39,226785.37,68,438094.4,125,547644.42,96,2010846.17,231,359207.99,83,3582578.35,603,True,False,False
P0115,Urban Flyover,Building,Low,5483302,58,74,25,0.29,0.51,235,Feasible,,,2111.77,280948.92,18,73.3,818457.73,33,100.0,1670945.4,39,49.77,1829750.79,69,84.27,883199.16,75,31.93,290781.83,22,868175.87,45,1691512.42,42,1913146.2,88,878876.11,74,5642492.43,271,False,True,False
P0116,Urban Flyover,Power Plant,Low,3948089,73,42,68,9.09,0.87,149,Feasible,,,501.51,350213.01,17,32.33,506078.44,28,44.12,636171.8,23,30.26,2028681.78,56,55.11,426943.96,25,48.18,378615.59,17,553370.39,29,686386.8,22,2241606.29,62,468656.25,27,4328635.32,157,False,True,False
P0117,Smart Solar Grid,Building,High,3725928,86,98,92,0.08,0.98,442,Feasible,,,1367.92,306152.35,29,82.03,547198.17,65,100.0,1095846.83,90,68.48,1060438.77,124,100.0,716291.87,134,51.95,332731.51,39,604580.81,94,1176070.32,114,1171643.04,180,756836.65,157,4041862.33,584,True,False,False
P0118,Smart Solar Grid,Bridge,Medium,4853339,98,54,69,7.36,0.93,170,Feasible,,,887.63,409884.32,14,42.7,1208348.15,38,93.5,1902548.15,66,75.6,581561.31,27,38.4,750997.06,27,19.8,449375.44,15,1389311.16,52,2151667.23,83,634963.62,28,805270.7,26,5430588.15,204,False,False,True
P0119,Dam Reinforcement,Road,High,2843400,90,49,31,1.52,0.58,179,Borderline,,,5317.58,670261.75,63,81.49,471088.96,32,63.53,797261.28,39,39.7,320891.1,22,29.39,583896.9,23,30.88,741477.36,85,512487.91,40,847890.3,43,337884.73,23,615708.62,24,3055448.92,215,True,False,False
P0120,Highway Expansion,Bridge,Medium,2079111,66,95,42,9.12,0.66,348,Feasible,,,344.64,153179.2,31,71.71,446852.57,98,100.0,948591.85,132,100.0,252452.49,40,56.96,278034.89,46,34.5,175344.41,38,525015.09,137,1114517.55,184,285005.37,46,307216.57,47,2407098.99,452,False,False,True
P0121,Urban Flyover,Power Plant,Low,1996107,73,74,73,8.93,0.59,378,Feasible,,,245.48,136177.03,42,54.82,266320.24,81,80.49,322481.5,71,50.61,1029281.93,135,96.92,241846.3,49,87.15,150169.35,47,300831.98,101,354197.44,77,1180343.42,181,274870.41,63,2260412.6,469,False,True,False
P0122,Dam Reinforcement,Road,Low,4521441,70,76,88,6.54,0.8,479,Not Feasible,,,8698.07,1041244.69,154,100.0,652508.02,93,98.39,1168030.62,113,62.38,605887.0,62,44.76,1053770.67,57,39.44,1181039.29,209,739028.67,125,1279537.37,130,652720.17,65,1129443.2,59,4981768.7,588,False,True,False
P0123,Dam Reinforcement,Bridge,Low,5545583,88,92,78,6.72,0.86,124,Feasible,,,1185.96,434600.66,9,71.94,1150302.27,30,100.0,2312814.34,48,100.0,774516.45,19,60.49,873349.28,19,37.65,477602.29,11,1297209.76,41,2608188.66,65,842059.48,22,929061.37,19,6154121.56,158,False,True,False
P0124,Highway Expansion,Bridge,High,2870230,90,84,55,0.05,0.66,147,Feasible,,,613.64,200071.38,12,62.55,551948.83,43,100.0,1416733.81,51,100.0,340833.44,18,56.25,360642.54,23,28.44,213301.51,15,609187.63,62,1563653.5,74,361217.26,22,372147.83,24,3119507.73,197,True,False,False
P0125,Dam Reinforcement,Bridge,Medium,4747389,88,48,22,9.85,0.77,373,Not Feasible,,,975.69,275709.99,35,39.99,1158785.9,93,81.93,1926365.27,149,70.95,645277.32,50,33.15,741250.53,45,13.98,308507.76,37,1348921.84,121,2219689.65,184,717289.05,51,808683.96,41,5403092.26,434,False,False,True
P0126,Highway Expansion,Power Plant,Medium,5142807,62,64,77,8.78,0.85,483,Feasible,,,838.37,332248.14,63,53.21,546890.32,69,69.41,887534.88,85,40.47,2749246.29,192,87.46,626887.37,74,69.44,372778.94,72,623043.41,85,983759.24,90,3184936.44,255,714199.88,91,5878717.91,593,False,False,True
P0127,Industrial Complex,Bridge,High,5683874,60,82,74,8.95,0.71,581,Feasible,,,1171.01,477408.12,58,66.0,1120657.13,162,100.0,2538045.17,233,100.0,819081.09,63,47.35,728682.49,65,30.28,556363.42,73,1347649.67,235,3052134.0,338,937843.35,72,820739.18,68,6714729.62,786,True,False,False
P0128,Highway Expansion,Water Infra,High,4602279,95,55,76,6.59,0.93,350,Not Feasible,,,2030.66,556004.45,55,64.96,757884.1,86,70.88,1881115.81,110,35.67,933182.65,52,46.87,474091.99,47,56.61,633847.97,69,868794.66,110,2085501.31,119,1045762.22,59,536229.71,56,5170135.87,413,True,False,False
P0129,Urban Flyover,Building,Medium,6515989,68,43,36,3.45,0.89,514,Borderline,,,2302.6,218686.36,52,41.0,782143.63,55,75.13,1610730.82,90,26.65,2292387.49,138,48.61,1612040.69,181,23.62,230973.74,56,853174.12,69,1677782.12,89,2438889.96,153,1674190.77,176,6875010.71,543,False,False,True
P0130,Urban Flyover,Water Infra,High,3121690,60,74,58,8.94,0.53,575,Borderline,,,1343.08,443903.24,105,85.92,569098.24,128,100.0,1354032.4,165,46.27,531526.86,106,61.93,223129.26,71,75.23,527026.54,144,684425.63,186,1548884.97,188,617116.9,130,262303.59,93,3639757.63,741,True,False,False
P0131,Highway Expansion,Power Plant,Low,3991650,62,73,87,2.92,0.81,476,Borderline,,,515.63,229863.33,74,56.05,465038.8,94,84.12,780285.64,91,47.94,1951815.94,158,97.76,564646.29,59,79.13,239840.66,83,498121.38,119,807901.97,98,2116970.94,212,602031.03,73,4264865.98,585,False,True,False
P0132,Industrial Complex,Power Plant,Medium,1491234,95,94,74,5.63,0.62,319,Borderline,,,229.68,111729.27,43,71.17,172240.0,67,100.0,229574.97,54,56.8,832609.53,120,100.0,145080.22,35,100.0,123729.49,53,195872.99,94,250821.75,62,946851.58,168,164986.62,49,1682262.43,426,False,False,True
P0133,Industrial Complex,Bridge,High,2948260,94,80,64,1.0,0.78,451,Feasible,,,462.48,226782.54,35,58.41,744903.37,124,100.0,1224050.93,174,100.0,357278.63,66,49.76,395244.53,52,35.18,243087.03,42,829833.32,180,1363610.76,252,379835.28,77,414362.06,56,3230728.45,607,True,False,False
P0134,Urban Flyover,Road,Medium,5333486,50,72,95,9.22,0.98,390,Feasible,,,7867.95,1219034.13,129,100.0,866294.57,69,97.98,1408376.29,85,56.02,690859.2,60,47.04,1148921.81,47,36.48,1444359.12,180,1024534.67,96,1601981.46,98,779147.1,66,1282679.16,49,6132701.51,489,False,False,True
P0135,Industrial Complex,Water Infra,High,2521101,89,52,20,1.41,0.94,458,Feasible,,,1265.81,365380.01,79,57.92,457916.37,98,69.14,1093882.09,151,32.66,453663.17,80,45.82,150259.35,51,54.46,393372.36,95,498226.68,125,1149566.5,160,482832.73,91,161241.88,61,2685240.15,532,True,False,False
P0136,Dam Reinforcement,Power Plant,Medium,6401218,93,85,40,2.25,0.7,423,Not Feasible,,,729.42,518389.2,50,72.94,698702.4,70,87.13,957343.29,65,56.73,3457543.97,158,100.0,769239.14,81,98.96,556893.56,62,760526.81,93,1012913.94,75,3808037.45,221,846416.41,113,6984788.17,564,False,False,True
P0137,Smart Solar Grid,Building,Medium,5378368,68,48,40,5.58,0.65,502,Feasible,,,1696.7,177956.53,51,46.29,678505.36,79,78.85,1514761.83,105,35.11,1694332.69,124,51.24,1312811.59,143,28.53,192683.59,56,757518.21,101,1622592.96,109,1843229.02,139,1397327.15,143,5813350.93,548,False,False,True
P0138,Dam Reinforcement,Power Plant,Medium,5408324,61,84,71,7.64,0.62,165,Feasible,,,827.7,468350.12,21,70.97,738976.91,33,94.58,836767.27,30,52.99,2769133.75,61,100.0,595095.97,20,92.59,528739.53,26,852652.78,45,928801.2,34,3210927.16,85,685390.48,27,6206511.15,217,False,False,True
P0139,Urban Flyover,Water Infra,Low,4136729,57,89,62,6.19,0.77,147,Not Feasible,,,1995.9,480228.72,23,100.0,801291.04,34,100.0,1618935.42,46,55.8,971845.33,24,73.7,264428.49,20,91.11,539306.13,31,899865.32,46,1745041.37,51,1065306.68,29,294558.34,26,4544077.84,183,False,True,False
P0140,Industrial Complex,Building,Low,1897421,57,88,71,2.32,0.56,126,Not Feasible,,,788.36,74730.7,12,83.15,251578.81,17,100.0,512982.76,23,70.36,683522.72,36,98.99,374606.01,38,44.03,79530.81,15,271903.31,23,539486.27,27,738064.73,49,384269.11,40,2013254.23,154,False,True,False
P0141,Highway Expansion,Building,Medium,6888794,94,62,86,0.01,0.77,351,Feasible,,,2896.25,415802.46,33,59.03,741748.65,49,100.0,2073573.3,63,41.37,2103362.05,99,66.36,1554307.54,107,29.35,432170.96,39,800773.54,68,2119262.33,67,2201294.48,120,1570219.21,107,7123720.52,401,False,False,True
P0142,Smart Solar Grid,Bridge,High,6362056,61,48,63,7.57,0.5,318,Feasible,,,1154.22,368760.86,19,33.23,1393781.47,92,80.21,2915038.99,125,70.03,945224.91,44,34.69,739249.76,38,21.84,411253.91,20,1625066.34,123,3366731.93,160,1055634.62,47,815346.68,38,7274033.48,388,True,False,False
P0143,Highway Expansion,Road,Low,1122409,97,57,51,9.85,0.66,213,Feasible,,,1754.16,228142.55,72,100.0,193520.82,43,76.79,283600.72,47,46.4,152073.14,29,30.28,265071.77,23,27.62,264975.17,98,220021.39,53,313336.69,50,165429.89,28,287608.83,22,1251371.97,251,False,True,False
P0144,Urban Flyover,Building,High,3016716,82,81,29,8.1,0.61,201,Feasible,,,1085.21,124320.4,16,71.1,412923.46,29,100.0,836970.66,34,48.35,956150.24,57,86.5,686351.24,66,55.5,144425.95,21,492646.1,42,951676.48,39,1126752.87,78,785737.47,79,3501238.87,259,True,False,False
P0145,Industrial Complex,Bridge,Medium,3350770,94,78,83,4.6,0.99,207,Feasible,,,565.99,238295.13,16,55.8,659052.26,58,100.0,1435450.73,76,100.0,515080.2,27,46.4,502891.68,29,30.18,257652.92,18,742421.93,81,1617034.28,106,551964.11,30,530549.39,29,3699622.63,264,False,False,True
P0146,Highway Expansion,Road,High,1769598,75,66,98,9.04,0.86,509,Not Feasible,,,2959.55,444029.25,184,100.0,277470.26,93,83.02,476231.01,110,52.11,203155.35,50,36.48,368712.13,71,39.67,535364.53,267,329380.77,126,549191.93,129,230799.32,54,420173.12,78,2064909.67,654,True,False,False
P0147,Highway Expansion,Bridge,Low,6292895,88,55,88,4.1,0.67,305,Not Feasible,,,1082.49,374598.48,31,36.13,1277892.38,76,94.61,2760607.68,114,86.36,937814.1,44,37.63,941982.36,40,20.26,388101.96,31,1398682.9,101,2998776.04,146,973026.91,45,960990.74,37,6719578.55,360,False,True,False
P0148,Smart Solar Grid,Power Plant,High,4267824,77,69,87,5.25,0.55,362,Feasible,,,526.73,253266.06,47,54.42,528693.47,65,80.41,858543.85,59,44.42,2048543.17,134,91.6,578777.44,57,74.14,281849.65,56,602864.08,87,946377.76,67,2360127.76,188,656144.28,74,4847363.53,472,True,False,False
P0149,Smart Solar Grid,Power Plant,High,4331068,54,67,47,4.77,0.76,187,Feasible,,,543.12,427717.32,28,53.85,467319.09,32,74.29,681553.58,36,43.17,2174029.63,60,85.99,580448.38,31,77.7,473570.3,33,527453.13,42,746971.29,40,2480504.98,82,657219.29,41,4885718.99,238,True,False,False
P0150,Industrial Complex,Road,Medium,4256415,57,83,72,4.48,0.61,430,Feasible,,,12867.77,1047820.04,136,100.0,731450.81,89,100.0,1087735.86,103,74.82,593462.81,52,52.35,795945.48,51,48.34,1193510.19,190,833152.6,124,1210614.67,129,646696.42,59,864036.77,57,4748010.65,559,False,False,True
P0151,Smart Solar Grid,Bridge,Medium,1874371,74,51,70,7.75,0.77,570,Borderline,,,320.56,118443.37,55,34.73,330761.61,172,89.89,863521.36,198,74.88,256443.82,82,34.83,305200.85,63,20.68,129257.31,57,380202.59,231,978927.14,249,279884.31,85,328543.32,60,2096814.67,682,False,False,True
P0152,Highway Expansion,Water Infra,High,6654237,76,45,72,5.27,0.92,552,Feasible,,,2660.33,880300.21,95,52.14,1166403.48,126,62.84,2488539.54,164,31.45,1732749.59,105,36.68,386244.19,63,41.89,979803.21,111,1311448.43,156,2715358.94,173,1900268.83,114,425714.41,70,7332593.82,624,True,False,False
P0153,Highway Expansion,Bridge,High,3832868,95,57,23,3.17,0.81,493,Feasible,,,728.48,257489.58,37,44.54,662992.01,141,98.9,1787260.27,196,83.94,513726.67,57,41.34,611399.47,62,16.28,278311.08,42,753897.36,204,2004651.11,266,553567.29,63,642960.35,60,4233387.19,635,True,False,False
P0154,Urban Flyover,Water Infra,Medium,6348758,72,64,98,2.58,0.82,554,Feasible,,,2732.96,783573.55,97,75.19,1025706.44,120,86.94,2584970.45,163,37.38,1458711.0,102,56.53,495796.56,73,63.96,847956.94,122,1122115.26,159,2698996.17,171,1551171.82,118,530930.44,87,6751170.63,657,False,False,True
P0155,Highway Expansion,Building,Low,4872998,79,89,36,0.38,0.77,306,Feasible,,,1896.29,210633.32,18,80.83,627372.74,42,100.0,1290022.0,71,56.22,1865559.87,84,96.33,879410.06,92,61.18,219684.49,23,665937.19,57,1314820.43,79,1973628.59,112,900524.28,105,5074594.98,376,False,True,False
P0156,Industrial Complex,Building,Low,1973548,94,74,86,5.83,0.96,358,Borderline,,,706.31,108658.63,24,59.62,285009.83,53,100.0,443266.42,61,51.18,661135.71,90,84.77,475477.4,130,48.49,116997.02,27,318575.91,72,473480.76,66,728766.99,114,506587.64,140,2144408.32,419,False,True,False
